Generation,StartingEnergy,Speed,DetectRange,BreedEnergy,BabyEnergy,AttentionSpan,Desirability,DesirabilityThreshold,Lifespan,Age,COD
148,48.747902,0.5329295,58.786026,55.51427,25.385534,500.0,1109.9479,5.512152,4641,24985,Starvation
199,42.816933,0.6088425,77.63668,49.116776,22.18055,500.0,2383.1206,4.8562384,6044,4958,Starvation
204,46.389656,0.64672685,75.94352,49.57397,25.255898,500.0,2366.2507,3.7454245,6075,3033,Old Age
184,46.666878,0.50547105,76.82344,59.667755,21.494652,500.0,1831.8131,4.648718,5765,4468,Starvation
190,43.345512,0.62770736,77.85636,60.87224,19.874794,500.0,2167.0076,5.735369,5564,5685,Starvation
195,44.181602,0.5423953,61.97659,51.89095,20.266388,500.0,1798.964,4.673198,4861,7741,Starvation
148,49.552094,0.5522565,61.10786,66.33917,23.620665,500.0,905.897,4.7225685,5891,27261,Starvation
196,49.027866,0.5492425,73.13997,55.969315,23.32834,500.0,1755.6666,5.189315,6284,5759,Starvation
193,44.33616,0.6458675,86.47374,62.365433,20.028893,500.0,2329.4917,5.51457,6903,5498,Old Age
149,48.278915,0.5562415,61.357876,53.66021,22.265148,500.0,1138.4237,5.2178235,5037,9012,Starvation
192,45.1466,0.667222,64.65806,55.695427,23.929352,500.0,1955.0881,5.337479,6447,8214,Starvation
190,42.132645,0.6990819,67.54664,56.803967,19.714933,500.0,1619.8433,5.262883,5827,3673,Starvation
135,46.25786,0.5901195,69.79959,58.902325,24.22813,500.0,972.6966,4.8013077,4691,25214,Starvation
177,42.82508,0.5534975,61.439327,58.36729,19.157366,500.0,1500.4078,4.426991,5890,10885,Old Age
187,46.290123,0.6426054,73.21342,63.754234,21.794724,500.0,1915.0673,4.244264,5670,9746,Starvation
181,40.982536,0.6209438,68.92256,58.55386,22.594418,500.0,1297.0405,5.6649466,6028,9435,Starvation
168,45.699806,0.66361403,68.83873,53.970177,21.616156,500.0,1484.5017,4.2368965,5022,8242,Starvation
203,45.954456,0.6478181,77.54946,58.307564,22.80021,500.0,2609.0352,4.687536,6232,3961,Starvation
190,42.676018,0.62457204,67.35611,63.769875,23.444433,500.0,2077.9453,4.8255444,5879,4428,Starvation
196,43.585266,0.65163803,73.149155,47.6586,22.745575,500.0,2256.724,5.3226867,6786,7161,Starvation
166,45.370594,0.52161884,70.2753,52.53752,20.278793,500.0,1317.3505,4.981498,5906,14550,Starvation
158,43.91533,0.5323588,74.01314,62.41374,21.226349,500.0,1250.5648,5.1444554,5110,19478,Starvation
190,47.23257,0.5619062,75.64241,53.035767,22.332193,500.0,1767.6056,5.640808,5957,10277,Starvation
196,48.409386,0.7212802,75.47025,54.469498,22.83016,500.0,2033.0969,4.872358,6003,8029,Starvation
125,43.915253,0.50694513,60.659054,55.191036,19.910894,500.0,916.4554,5.209499,5171,29292,Starvation
181,42.50387,0.53749716,73.908165,59.367035,20.898731,500.0,1808.9314,4.3833456,5902,13045,Old Age
197,47.96812,0.56477505,71.138954,55.45609,23.029755,500.0,1611.5068,5.894783,5968,4377,Old Age
158,45.532494,0.5526945,76.37467,55.875595,22.30671,500.0,1265.229,4.871897,5086,24039,Old Age
131,44.36602,0.64008564,69.21185,56.551014,22.397974,500.0,841.5805,5.386272,5458,26945,Starvation
136,44.6296,0.5471349,67.010574,56.60899,24.535297,500.0,942.21454,6.3474307,5139,30517,Old Age
129,50.957108,0.48328668,70.36271,56.0599,25.67605,500.0,927.1565,4.768453,5585,30504,Starvation
204,44.450745,0.5691053,66.61849,46.265705,20.688011,500.0,2479.6692,5.111537,6074,1963,Old Age
145,45.951523,0.51218027,71.860886,60.628777,25.543816,500.0,960.84985,4.9440026,4836,27711,Starvation
131,46.89379,0.6374753,64.37344,61.841022,22.992054,500.0,855.6084,5.6020794,4908,26971,Starvation
131,43.152977,0.6170072,64.13802,55.52637,22.032026,500.0,848.2406,6.087502,4872,32742,Starvation
178,42.326683,0.5252861,73.341415,65.485535,22.599365,500.0,1513.8009,5.3823366,5001,3682,Old Age
144,44.187412,0.48722377,65.12345,59.838108,21.658257,500.0,1087.6613,5.3664784,5507,25294,Starvation
171,41.37319,0.5549602,75.28055,58.58992,21.474474,500.0,1564.5562,4.798149,4857,13701,Starvation
202,43.076134,0.700401,78.14904,52.974216,21.256882,500.0,2312.1655,4.9151382,5381,2432,Starvation
138,44.93863,0.4928676,55.29087,52.136093,23.083439,500.0,780.65625,4.6591525,5823,30239,Starvation
178,43.430496,0.5323586,68.19406,59.762615,21.093767,500.0,1693.8319,4.2445073,5671,3436,Starvation
209,44.836555,0.64514524,69.90426,52.697296,20.605806,500.0,2429.9011,4.7212462,5977,2744,Starvation
176,49.629387,0.5234113,84.582054,62.697468,26.17262,500.0,1709.3608,4.202432,5193,1248,Starvation
193,45.38907,0.5673252,69.15452,55.915203,21.716782,500.0,2250.3848,5.108149,6502,6809,Old Age
200,50.244274,0.6868972,77.74325,49.388687,22.863895,500.0,2227.1157,4.8343887,6770,6797,Starvation
186,43.965134,0.6027191,81.20073,64.26587,23.436754,500.0,2086.5981,5.057403,5208,12317,Starvation
184,42.69838,0.6626064,61.056736,53.85605,22.120491,500.0,1719.3567,5.4586596,5696,11429,Starvation
189,49.514732,0.6372307,70.85476,50.04718,22.831776,500.0,1822.7833,4.812325,5372,8726,Old Age
187,42.445107,0.58977854,68.00846,57.731167,23.030956,500.0,1834.2025,4.876903,5991,7696,Starvation
192,48.61464,0.74911785,71.934,65.67063,23.83578,500.0,1851.6351,5.4659038,5606,8761,Starvation
179,46.366386,0.6211259,61.585567,55.70205,22.133211,500.0,1609.58,5.135207,5931,8744,Starvation
170,40.85109,0.5372853,74.90782,62.305508,18.686977,500.0,1466.5148,5.145484,4872,16349,Starvation
185,45.918777,0.64072126,67.494385,56.496853,21.46277,500.0,1612.994,5.243496,5918,1496,Starvation
195,42.93786,0.57812864,85.4943,52.9061,22.839954,500.0,1922.3259,5.4704924,5918,2681,Starvation
195,41.18396,0.6601198,72.24812,55.60179,18.691748,500.0,1961.6337,6.1213255,5917,5290,Starvation
201,43.61516,0.6102093,77.62973,53.36032,23.307358,500.0,2189.1177,4.6696734,6598,955,Starvation
207,44.641106,0.6657229,80.568794,45.333378,20.1628,500.0,2257.017,5.1135187,6143,2996,Starvation
181,43.44259,0.591953,67.776566,61.243557,22.675034,500.0,1729.1924,4.974087,5641,10436,Starvation
190,45.65772,0.60725933,70.69638,62.23339,21.89156,500.0,1998.191,5.1467247,5480,6989,Starvation
184,40.175896,0.5896205,76.66561,57.76777,19.79823,500.0,1509.3925,4.6813097,5564,6705,Starvation
133,43.223373,0.54492116,64.42769,55.764297,21.273996,500.0,782.2432,5.1013346,4771,31471,Starvation
205,48.148598,0.70651823,74.40849,49.155468,21.747507,500.0,2277.539,4.945875,6453,3483,Starvation
196,46.410652,0.5722646,73.593735,47.517445,21.953138,500.0,2137.1633,5.038838,6329,6716,Starvation
185,40.61203,0.57860595,68.747795,54.799988,18.334644,500.0,1872.8586,4.9337115,5740,9908,Starvation
187,45.100758,0.5265447,83.52956,59.204056,22.953773,500.0,1741.0032,5.231912,5055,5473,Starvation
200,48.660866,0.6689072,64.488594,52.22815,22.022495,500.0,2255.1191,5.6782565,6221,3768,Starvation
177,41.155106,0.62975615,70.999,55.06677,21.482044,500.0,1716.0585,4.227054,5847,9511,Old Age
149,49.073853,0.6425967,73.70199,54.28815,22.712843,500.0,1141.1807,5.206567,6039,22335,Old Age
139,46.21378,0.53523827,66.29721,51.964565,23.095236,500.0,1027.7559,4.9226346,4765,28739,Old Age
178,42.97549,0.48140147,61.99992,53.374466,21.793829,500.0,1530.1443,5.199297,5767,8213,Starvation
184,41.216507,0.61404157,86.851265,62.183975,19.799513,500.0,1841.913,5.260111,5393,10768,Starvation
180,41.03096,0.55544066,64.13806,49.075783,19.9528,500.0,1723.062,4.393082,5632,15962,Starvation
168,44.437065,0.5351462,71.810844,47.94151,23.205545,500.0,1334.9591,5.4456244,4902,7927,Old Age
171,42.438377,0.49934834,72.573326,63.802773,19.373077,500.0,1599.1735,5.180836,5377,14127,Old Age
118,48.712067,0.5793126,60.17256,60.879513,25.559315,500.0,736.0537,5.264719,4319,37728,Starvation
148,46.14057,0.5588482,63.738956,69.123886,25.019121,500.0,1058.4235,5.361386,5142,28539,Old Age
187,49.46646,0.5501135,83.88632,64.6778,25.011343,500.0,1841.8674,5.1516423,4875,4496,Starvation
168,49.591293,0.5655697,70.353386,49.634872,25.30223,500.0,1332.0281,4.8014455,5102,20350,Old Age
207,46.37649,0.5667254,74.75377,57.929672,22.168724,500.0,2362.469,4.0968237,6141,744,Starvation
143,43.210266,0.53435296,64.27453,61.074947,20.659882,500.0,939.753,6.093854,5771,29662,Old Age
205,43.575325,0.59066206,68.91046,55.239365,20.444756,500.0,2366.9783,5.440203,5667,983,Starvation
178,47.939724,0.5138759,71.516495,58.652176,22.457542,500.0,1752.9626,3.9443088,6492,11006,Starvation
200,50.430088,0.66513574,70.58577,51.088005,24.18928,500.0,2470.2314,5.1224165,6716,1256,Starvation
204,46.55733,0.6674857,71.29728,51.733356,23.63288,500.0,2257.7,4.640997,5860,1217,Starvation
144,47.81958,0.46353453,63.03849,52.76869,23.709904,500.0,1160.6003,4.5304346,4474,29047,Old Age
152,45.774506,0.6113997,73.07995,57.2028,23.149443,500.0,923.7263,5.1585827,4807,20708,Old Age
153,46.666656,0.5680473,67.192184,55.130898,23.744287,500.0,1093.6472,4.921911,5598,24224,Old Age
185,45.25492,0.6938005,70.3497,53.64784,21.281755,500.0,1753.8572,4.3782644,5358,2975,Old Age
161,44.821564,0.6442285,68.113815,55.919178,21.984015,500.0,1280.929,4.730571,5382,24046,Old Age
190,40.314697,0.6098676,83.70729,56.6123,18.667778,500.0,1912.9207,5.293483,5981,4905,Starvation
172,41.11001,0.50118005,62.257385,51.602867,21.55628,500.0,1365.4309,4.6818285,5901,17232,Starvation
204,52.060654,0.65686834,88.02189,62.895927,27.4713,500.0,2014.1976,4.613031,6156,4747,Starvation
104,47.08545,0.4991267,68.43835,59.519424,24.522717,500.0,556.25665,5.227727,4574,38222,Starvation
196,47.277454,0.55363953,62.01873,49.60727,23.455593,500.0,2175.6428,4.9924116,5501,5475,Old Age
195,48.289604,0.68434876,66.71628,51.44854,26.72698,500.0,1815.6804,4.7474985,5307,4467,Starvation
194,44.841286,0.6073334,68.43188,51.068436,23.268982,500.0,2057.267,4.843136,5241,5967,Starvation
216,44.66295,0.57221293,75.96897,48.895123,22.835247,500.0,2523.1604,4.70454,5799,758,Old Age
201,42.955757,0.6365645,74.44328,46.415375,23.282635,500.0,2524.2385,4.479071,6856,6851,Starvation
175,43.07882,0.47837225,75.870224,69.89069,19.427876,500.0,1562.7196,4.3913064,6115,16238,Starvation
191,40.237213,0.68401366,77.40285,54.75726,20.006634,500.0,1711.6141,5.7241554,6095,9200,Old Age
207,43.121834,0.59098667,75.74485,51.171154,20.406464,500.0,2347.8447,4.9251237,6182,3979,Starvation
189,48.37107,0.6590277,69.890854,58.613205,25.357796,500.0,2050.0386,4.6787863,5919,11457,Old Age
186,45.364365,0.52363586,69.679794,55.064575,20.420494,500.0,1813.8027,3.7381814,5836,12501,Starvation
212,45.77887,0.539432,72.798386,50.773235,21.21311,500.0,2918.7441,4.516185,6093,3239,Starvation
191,43.65705,0.610273,71.09193,70.63776,23.21405,500.0,1655.3003,4.366128,5862,2188,Starvation
168,47.434532,0.5290036,70.15606,59.71091,21.866905,500.0,1368.1595,5.063564,5279,16257,Starvation
149,45.63067,0.5438179,62.10907,63.22673,25.004684,500.0,1057.37,5.3609486,5123,24768,Old Age
216,43.71089,0.65130436,74.213234,45.701523,23.332895,500.0,2786.7703,4.8997426,5582,1205,Starvation
158,46.655403,0.5535267,79.263374,63.42694,21.400684,500.0,1152.6436,4.8677845,5468,18540,Starvation
152,44.144188,0.5262589,70.29122,63.385468,21.943321,500.0,1169.6838,5.7565007,5375,25826,Old Age
200,48.49047,0.55927026,70.77051,51.434834,22.454533,500.0,2062.72,4.8039074,6163,6262,Starvation
190,46.74765,0.591573,71.183205,57.997498,22.670195,500.0,1900.7213,4.6424294,5908,469,Starvation
178,45.30598,0.5848619,84.22147,52.901527,23.733187,500.0,1572.7272,4.506667,5921,12620,Old Age
175,43.141113,0.52785045,69.84604,59.588787,23.639942,500.0,1562.1218,5.304772,5954,18724,Starvation
178,42.178696,0.5223049,73.54048,55.954895,22.613825,500.0,1756.7043,5.427217,6062,16158,Old Age
172,47.443893,0.5579354,74.36921,57.08184,26.205576,500.0,1421.2715,4.662193,5162,13839,Old Age
191,44.040955,0.5003018,77.23106,66.0915,20.866508,500.0,2137.139,4.84591,6338,3983,Starvation
172,47.185997,0.53404325,64.85234,54.78572,23.74877,500.0,1451.3448,5.192876,5051,16990,Old Age
163,45.686302,0.58213866,76.046135,58.85284,21.216984,500.0,1251.7089,5.755463,4818,20541,Old Age
185,46.388733,0.62075263,72.76916,63.00498,23.521544,500.0,1955.4863,4.7881875,5817,4981,Starvation
202,46.05941,0.6872858,74.14799,55.50624,21.470247,500.0,1983.1177,4.917586,6781,7033,Starvation
162,46.507706,0.5247611,77.12979,55.021015,24.689663,500.0,1200.2958,5.1591377,4654,17973,Starvation
201,43.8653,0.70210916,81.78175,59.067383,22.075377,500.0,2122.3533,5.575406,6408,7969,Starvation
173,42.06249,0.6297273,76.65174,48.64555,20.778086,500.0,1631.2366,4.852632,5314,18086,Old Age
124,45.47498,0.43708518,74.29546,53.515034,24.01579,500.0,839.9086,4.795815,5489,26932,Old Age
202,45.07646,0.52408916,69.39917,54.403828,20.436115,500.0,2080.978,5.208484,6199,998,Starvation
163,45.429245,0.59129125,62.871307,57.820885,23.057524,500.0,1263.189,4.5859523,5542,19583,Old Age
178,47.583366,0.508886,79.865364,56.145912,22.235567,500.0,1432.2157,5.0741134,4736,15829,Old Age
188,42.506622,0.6047737,69.6896,53.522156,19.150105,500.0,1785.9071,4.7504587,5292,12328,Old Age
155,44.789024,0.52756864,65.06025,61.62661,23.609955,500.0,1253.24,5.370283,5917,21741,Starvation
167,46.74759,0.5575522,68.65077,60.53766,23.102312,500.0,1360.0354,5.166314,5523,21935,Old Age
163,43.533207,0.48293895,68.50308,58.387566,22.492014,500.0,1357.9812,5.802558,6008,22840,Old Age
171,40.44835,0.54431915,73.57906,54.260193,22.10052,500.0,1554.124,5.56838,5553,21164,Starvation
178,45.320152,0.5985309,64.710526,50.413013,21.351515,500.0,1679.8868,5.000596,5671,13205,Starvation
186,41.10087,0.55567193,68.03342,59.259563,21.396904,500.0,1848.6271,4.9234023,5127,12985,Starvation
148,45.079025,0.54326415,60.91649,58.04491,20.760544,500.0,1044.4426,4.9151354,5918,24720,Old Age
179,45.058876,0.5591557,68.94577,59.72246,22.464415,500.0,1646.0095,4.0144887,5565,13202,Starvation
178,46.58809,0.49305347,65.884224,61.308598,23.539957,500.0,1445.3083,4.89581,6077,3217,Starvation
204,43.121384,0.56330186,70.42603,51.595394,22.42299,500.0,2247.5103,4.9915223,6887,5133,Old Age
163,45.510056,0.6059128,68.07753,51.351288,23.120882,500.0,1336.066,5.638997,5532,23263,Starvation
186,44.964104,0.5647246,76.98013,65.05995,22.139894,500.0,1994.4468,5.4312954,5783,13451,Starvation
197,49.803326,0.61423975,74.73914,58.303528,26.574362,500.0,1475.2858,5.071901,6605,5718,Starvation
179,48.264114,0.5284387,80.08995,56.239483,23.087986,500.0,1471.434,4.285384,5339,15003,Starvation
199,44.68116,0.6456032,81.41786,48.4296,20.341917,500.0,1870.5531,5.6777487,5374,4745,Starvation
209,42.22489,0.563492,76.33665,49.933582,20.501308,500.0,2837.6335,4.855395,5792,4059,Starvation
152,46.74107,0.5362176,70.73633,59.301537,24.5564,500.0,904.87335,4.991573,4839,19728,Starvation
135,46.554363,0.5051712,68.06356,56.918957,24.031553,500.0,719.9759,5.1492124,4606,25573,Old Age
178,42.4009,0.44469938,58.22038,58.30407,20.68632,500.0,1673.6959,4.4754715,5012,4762,Starvation
191,42.05565,0.6101588,77.89077,57.776073,22.437614,500.0,1862.9003,4.988376,5284,6948,Starvation
206,45.13099,0.5928805,65.76905,53.83725,21.164785,500.0,2330.508,4.5843883,7320,3703,Starvation
211,46.880302,0.5618702,76.53664,61.11856,24.571692,500.0,1933.471,5.0519476,5280,3476,Old Age
168,43.722786,0.52934885,63.172276,59.115852,21.068594,500.0,1326.3453,4.554649,5315,11228,Starvation
184,40.682434,0.64042586,80.59658,54.87353,18.889282,500.0,1789.8425,5.375777,5220,12781,Starvation
212,47.409622,0.5714302,67.14244,47.300873,23.055645,500.0,2676.7292,5.086331,6051,2976,Starvation
195,40.565075,0.6838853,75.96603,59.030716,19.795757,500.0,1998.2355,5.618917,5777,5459,Starvation
185,45.7519,0.6206347,80.475395,61.320766,21.55891,500.0,1659.4608,4.529515,6139,2959,Starvation
188,43.74208,0.55622464,80.16455,57.90169,20.4698,500.0,2020.8776,4.4771056,6548,12280,Starvation
197,43.123188,0.64646435,71.77213,53.186813,21.214907,500.0,1948.4031,5.265456,6538,6492,Old Age
187,46.538124,0.6140507,65.61531,56.767513,25.055897,500.0,1922.63,5.3782964,4881,11466,Starvation
136,49.950233,0.57078594,70.79041,60.93999,26.56818,500.0,954.22784,4.6778455,5084,30121,Old Age
144,44.17568,0.49711463,68.64223,60.83612,21.713974,500.0,880.8339,5.111583,5517,22767,Old Age
205,47.100395,0.62774074,77.97455,54.3578,22.322275,500.0,2004.746,4.6873937,5892,4249,Starvation
172,48.123287,0.6068959,62.564953,50.23332,23.5962,500.0,1318.0051,5.407742,5458,12247,Starvation
129,44.86428,0.56652576,71.2516,57.208927,22.60237,500.0,845.7923,5.0981,5534,31803,Old Age
169,42.60118,0.58885235,73.87372,57.255505,23.497204,500.0,1341.7317,4.9934835,5631,23708,Starvation
171,45.277435,0.6039406,66.446236,55.91671,23.43088,500.0,1495.1528,4.8656073,5340,15306,Old Age
206,44.99675,0.59085613,80.568695,51.19385,24.10865,500.0,2356.2856,4.6862273,6822,5710,Starvation
171,46.235214,0.60539466,69.37469,59.85106,25.298918,500.0,1272.8486,5.0993857,5505,15958,Starvation
176,46.999283,0.56301296,73.35622,52.354347,21.456604,500.0,1632.4366,4.4624777,5502,9665,Old Age
204,47.75619,0.60296774,68.24104,52.080044,25.860104,500.0,1994.933,4.9383693,5732,7221,Starvation
187,44.628395,0.5779901,70.10374,53.96936,22.112871,500.0,1875.1543,4.8996954,5040,12477,Starvation
180,45.7297,0.5759713,71.08565,62.882126,23.51421,500.0,1591.0311,5.383943,5544,17937,Old Age
197,42.23433,0.71055835,72.32694,56.215504,23.187078,500.0,1978.5864,4.942524,5347,9977,Old Age
177,48.348995,0.4909489,61.355453,64.162384,21.7663,500.0,1788.8881,4.5105257,6115,17361,Starvation
185,42.146286,0.5275606,71.58585,51.515594,22.33432,500.0,1749.1881,4.757203,5608,4423,Starvation
176,47.97038,0.59727705,81.79554,60.53174,24.136274,500.0,1498.0868,4.4546943,5503,5740,Starvation
181,42.39431,0.5898632,77.053505,55.73612,22.001875,500.0,1464.6498,4.7611747,5329,11129,Old Age
199,40.713264,0.67411894,69.76147,46.70484,19.3306,500.0,2445.9048,4.7290983,6210,4715,Starvation
123,42.113266,0.56097084,66.20299,59.110664,21.668123,500.0,784.4085,4.989182,4891,35248,Old Age
176,47.209934,0.50448555,71.22062,64.662926,21.45554,500.0,1455.0792,5.1269507,5642,3474,Starvation
207,48.48247,0.7194966,65.47741,51.849026,24.752337,500.0,2165.5312,4.667116,5823,4236,Starvation
205,46.640827,0.5555868,71.35386,57.920673,22.997282,500.0,2872.9185,5.0241494,6693,1008,Starvation
185,46.228325,0.6191959,65.518364,54.982468,20.862562,500.0,1821.5338,4.6067834,5633,2964,Starvation
195,45.77741,0.71136004,66.617874,60.278374,20.93892,500.0,1801.2881,5.5734363,6520,4500,Starvation
191,46.032913,0.5000139,74.59726,64.368484,24.33778,500.0,1616.775,5.3701577,4836,4462,Starvation
209,44.55224,0.6717602,74.76834,46.500088,22.192621,500.0,2621.926,4.8327136,5090,2947,Starvation
187,46.777428,0.5250522,71.61865,56.042427,22.081366,500.0,1873.8508,5.0967774,5515,4498,Starvation
135,48.062126,0.4728713,65.74919,61.059113,22.598228,500.0,849.06165,5.8545876,5898,26804,Starvation
172,44.084282,0.626012,78.08526,49.730293,24.19689,500.0,1616.0244,4.6649575,6016,16708,Starvation
190,40.112545,0.5574785,83.24945,56.22486,18.558413,500.0,1884.6392,4.810894,6067,5217,Starvation
192,46.47914,0.5856625,81.693695,54.540775,21.311106,500.0,2019.7147,4.292522,5872,6158,Old Age
124,45.840317,0.5611113,75.72867,62.040215,25.372305,500.0,808.14343,5.104063,4920,38889,Old Age
181,39.473972,0.56378084,65.63329,67.68083,21.40514,500.0,1738.6465,4.847818,6143,12932,Starvation
175,44.548286,0.5638217,71.69809,61.14276,24.394758,500.0,1661.3259,4.317282,4955,16115,Old Age
170,43.78675,0.5792321,69.77626,57.78619,22.849947,500.0,1373.468,5.089035,5219,18461,Starvation
186,45.16267,0.59986186,64.73828,52.114113,22.79081,500.0,1962.6324,5.09145,5206,13203,Starvation
184,39.29553,0.5575304,69.264015,57.438446,20.104948,500.0,1555.999,5.1654897,5481,12693,Starvation
154,46.149986,0.58414274,62.708862,54.459713,23.852234,500.0,883.9782,4.7989535,4577,22975,Starvation
168,46.727722,0.54829025,66.91663,54.48315,22.259012,500.0,1566.1344,5.4442124,4795,12746,Starvation
180,44.239197,0.52556014,77.8289,59.74857,23.001732,500.0,1518.8806,5.092415,5154,8964,Starvation
177,45.303448,0.55934453,81.457886,60.098587,24.256695,500.0,1272.5754,4.6210327,5061,9205,Starvation
191,46.884583,0.6800442,69.035385,61.03705,21.412226,500.0,1902.3768,4.978056,5860,9007,Starvation
161,42.28275,0.48928452,73.57674,57.2315,21.151518,500.0,1421.2739,5.765632,5740,25872,Old Age
201,47.022327,0.67690194,77.20991,60.82734,22.78312,500.0,2291.222,5.113864,6651,2016,Starvation
190,44.378498,0.66679025,72.17939,53.053368,24.121262,500.0,1861.7006,5.1084995,5744,454,Starvation
193,46.23257,0.61428297,67.976875,57.97053,25.179995,500.0,2048.88,5.565663,6688,4712,Starvation
158,46.250687,0.622048,74.30234,67.31282,24.920364,500.0,1226.3843,4.854599,5492,19035,Old Age
170,46.838135,0.5628112,75.75283,52.96926,22.263407,500.0,828.1924,4.8045235,5647,22162,Old Age
209,44.481388,0.5912852,70.89502,56.287098,20.011143,500.0,2675.5918,5.1943507,5587,2246,Starvation
217,44.35817,0.5631076,82.98648,48.34154,20.544088,500.0,2791.6545,4.675101,5744,1990,Starvation
176,46.670975,0.5884671,80.82761,55.29932,23.603516,500.0,1280.4734,5.0620623,5129,9065,Old Age
180,41.839924,0.54698247,76.048805,55.262882,20.219852,500.0,1594.8608,5.308603,6288,10468,Starvation
203,45.844982,0.62311786,70.09451,53.045662,21.438082,500.0,2401.3467,4.912997,5865,5710,Starvation
179,43.460022,0.58809024,70.74213,58.228054,22.83715,500.0,1676.7417,4.425535,6087,7708,Starvation
196,43.975525,0.66428214,70.18478,52.6857,23.683163,500.0,1927.1084,5.1240845,5766,8834,Old Age
207,47.147697,0.64575994,76.17064,54.58135,24.362284,500.0,1974.6671,4.2918754,6824,3229,Starvation
185,45.70915,0.627422,74.04769,49.843372,21.26063,500.0,1868.544,3.937626,5719,15033,Starvation
178,46.3863,0.491149,69.30168,61.998543,22.636732,500.0,1616.1796,4.9550905,6191,10263,Starvation
218,48.83333,0.6990818,74.62443,47.930386,26.523846,500.0,2338.3672,4.8450704,5465,225,Starvation
153,47.518272,0.6312865,57.87907,55.564972,25.193695,500.0,1213.0732,4.696842,5122,29717,Old Age
172,43.6215,0.5361731,82.136536,54.46973,22.142601,500.0,1371.6301,5.446017,5208,20495,Starvation
155,47.217518,0.50990003,72.34428,74.95501,23.324062,500.0,1118.6462,5.2864323,5268,24491,Starvation
180,42.13365,0.51964307,63.59305,57.870037,23.37121,500.0,1582.2454,4.9182796,5288,15439,Starvation
189,45.680706,0.5735617,65.37373,62.370167,24.636065,500.0,1593.5137,5.4000597,5512,6213,Starvation
149,47.94721,0.5959768,67.72576,61.704914,24.292961,500.0,1056.5461,5.237134,4857,29188,Old Age
191,40.946117,0.6148505,72.80174,53.45724,19.28268,500.0,1809.1584,5.48616,6023,10468,Starvation
190,43.43406,0.618024,75.36245,57.20353,19.987677,500.0,1778.5786,5.3055825,5605,7982,Old Age
188,40.439106,0.5976385,69.56453,54.36292,18.669973,500.0,2004.0907,4.7756276,6406,13219,Starvation
154,47.377304,0.6042746,78.67796,63.562454,25.55528,500.0,1254.438,5.4968395,4850,23599,Old Age
195,43.215923,0.6529936,81.26891,49.691555,21.048126,500.0,1960.0197,5.234422,5559,4473,Starvation
135,44.43228,0.60540605,69.423416,53.614567,23.22655,500.0,846.15466,5.241353,5404,34404,Old Age
181,38.994884,0.50526565,77.08564,58.46582,20.941597,500.0,1618.7198,4.5302753,5692,13141,Starvation
159,47.89264,0.52197534,72.81546,56.52291,22.17686,500.0,1414.4497,4.569642,5194,24175,Old Age
184,43.073097,0.65254706,68.51291,58.764412,23.356148,500.0,1636.3846,4.4350815,5081,14868,Old Age
175,48.528397,0.5591542,89.22611,58.7281,26.246656,500.0,1209.2188,5.0078793,5790,15553,Old Age
206,42.320034,0.67764074,73.75576,52.43537,21.726015,500.0,2705.709,4.442072,5700,2528,Old Age
198,45.73678,0.71812487,74.50091,51.39766,21.27557,500.0,2259.3484,5.1321473,6166,9496,Starvation
190,40.636005,0.580797,81.45907,53.149525,21.470064,500.0,1764.7197,4.4319196,5345,5514,Starvation
154,47.169342,0.5193941,68.26703,58.24055,23.31357,500.0,1107.8046,4.849447,4524,28200,Old Age
216,47.628418,0.59333533,77.54341,46.83487,24.899216,500.0,2497.6455,4.8960176,6076,479,Starvation
118,47.736404,0.577443,64.472145,60.64012,23.884216,500.0,758.8576,4.276903,5688,41181,Old Age
117,45.77732,0.5717794,72.827545,57.620834,22.465618,500.0,580.46893,4.5103674,5255,35854,Old Age
136,48.16385,0.55729055,65.45251,61.01654,24.36541,500.0,1018.6102,4.881172,5029,34143,Old Age
158,46.43926,0.57497513,68.82437,61.524033,25.343374,500.0,1169.1768,4.7452765,4700,25736,Old Age
177,42.871353,0.56165934,80.46821,59.2789,22.227177,500.0,1714.4917,5.208708,5951,19630,Old Age
194,44.651314,0.6441925,71.36978,52.328304,23.699371,500.0,2192.1074,5.1176805,6071,9475,Old Age
209,43.759163,0.56870383,73.652916,54.02593,22.429853,500.0,2089.157,4.6373124,5003,4874,Old Age
185,46.616478,0.6147026,75.860214,55.560005,25.45835,500.0,1985.3805,4.5342164,5856,10731,Old Age
123,45.344013,0.55731773,73.59477,64.40126,21.214136,500.0,699.38934,5.1526823,5969,38077,Old Age
218,49.611282,0.6297393,79.4955,43.909912,26.096788,500.0,2536.9136,5.2585497,6755,237,Starvation
178,44.15728,0.5131262,71.361275,74.661606,20.649158,500.0,1648.8289,5.143147,6253,11062,Old Age
195,41.489944,0.7560228,72.93329,51.420677,19.966278,500.0,1970.2788,5.1246624,6407,9717,Starvation
202,41.29297,0.5876096,69.03726,56.137566,21.088146,500.0,2208.7356,5.0600176,5302,2704,Starvation
192,44.329994,0.5959416,81.670555,59.086086,21.278332,500.0,1464.8427,4.558985,5060,6732,Starvation
188,42.39074,0.53283,81.971466,64.51698,20.448524,500.0,1463.8976,4.6066523,5269,11251,Old Age
178,47.641132,0.57495475,71.780655,66.900536,25.747377,500.0,1626.5156,5.1925745,6174,13949,Old Age
178,46.181885,0.5582735,64.11751,58.64226,25.08358,500.0,1633.7264,4.4408345,5706,15222,Old Age
